"Accession","Gene","median.x","median.y","group"
"405","P0DPA2","VSIG8",0.511952905190192,NA,"noise"
"406","O14828","SCAMP3",0.303850765335827,0.585332736829359,"noise"
"407","Q9UN86","G3BP2",NA,0.532970814224707,"noise"
"408","E9PPI9","EXOSC4",NA,0.645765781581941,"noise"
"409","Q9NR30","DDX21",0.445480735000287,0.614281764006885,"noise"
"410","P09661","SNRPA1",0.417360387993488,0.591398799211077,"noise"
"411","P19652","ORM2",NA,0.768434270059809,"noise"
"412","Q06710","PAX8",NA,NA,"noise"
"413","P62851","RPS25",0.455522248633639,0.54016947720653,"noise"
"414","Q15459","SF3A1",NA,0.634546812462488,"noise"
"415","D6RFH4","CYB5B",0.447051185480987,NA,"noise"
"416","C9JF17","APOD",0.322967783807848,NA,"noise"
"417","Q86U42","PABPN1",0.373430462351528,0.525983829861706,"noise"
"418","P62140","PPP1CB",NA,0.449146526584353,"noise"
"419","O75494","SRSF10",NA,0.512104935343277,"noise"
"420","Q13492","PICALM",NA,NA,"noise"
"421","P16104","H2AX",0.386570415615788,0.606511557424266,"noise"
"422","Q8WU79","SMAP2",0.444723665020869,0.414873439850715,"noise"
"423","A0A0C4DGN4","ZG16B",0.356034097590738,0.563096967310412,"noise"
"424","Q9UJV9","DDX41",NA,0.556659574611127,"noise"
"425","P62306","SNRPF",NA,0.620765319474051,"noise"
"426","F8WJN3","CPSF6",0.503461688973337,0.505468920569262,"noise"
"427","P02814","SMR3B",NA,NA,"noise"
"428","P81605","DCD",0.23982401676488,0.74056474321049,"noise"
"429","P04279","SEMG1",0.3581975599963,0.31315288270551,"noise"
"430","P02647","APOA1",NA,NA,"noise"
"431","P02763","ORM1",0.390252051887453,0.770946426705228,"weak"
"432","O75342","ALOX12B",0.386618137775789,NA,"noise"
"433","Q9Y6Y0","IVNS1ABP",NA,0.508581089828814,"noise"
"434","P23526","AHCY",0.442525388752041,0.488684149247082,"noise"
"435","Q9HDC9","APMAP",NA,NA,"noise"
"436","E9PK91","BCLAF1",NA,0.501174206142504,"noise"
"437","B1AKQ8","GNB1",0.547898779380561,0.611629402471374,"noise"
"438","P05387","RPLP2",0.387723788572838,NA,"noise"
"439","Q9UI42","CPA4",0.269426329896503,0.766764660177879,"noise"
"440","Q12996","CSTF3",0.396506195117895,0.418980322231963,"noise"
"441","P80188","LCN2",NA,NA,"noise"
"442","P06312","IGKV4-1",NA,NA,"noise"
"443","P08311","CTSG",NA,NA,"noise"
"444","P13929","ENO3",NA,NA,"noise"
"445","P05164","MPO",NA,NA,"noise"
"446","Q9UJZ1","STOML2",0.406533947266325,0.551057734138158,"noise"
"447","A0A286YEY4","IGHG2",0.282398504296897,0.615121530032915,"noise"
"448","A6NLM8","SSR4",0.404967555147195,0.644203940228594,"weak"
"449","P62857","RPS28",0.439444189100645,0.481748195663123,"noise"
"450","P17900","GM2A",0.431354029486469,NA,"noise"
"451","O43347","MSI1",0.396701952593763,0.60569874345295,"noise"
"452","H0Y804","AKR1C1",0.498914517015687,NA,"noise"
"453","P48594","SERPINB4",0.252569851518264,0.719973766451603,"noise"
"454","X6RFL8","RAB14",0.521312297901445,0.349867439904049,"noise"
"455","P00505","GOT2",NA,NA,"noise"
"456","O43852","CALU",0.410618464820662,0.616972825078641,"weak"
"457","Q96C36","PYCR2",0.445213302993792,0.607392252462683,"noise"
"458","Q9BPW8","NIPSNAP1",0.394016061776479,0.374602237121306,"noise"
"459","Q14498","RBM39",NA,0.60592971780161,"noise"
"460","Q9H307","PNN",NA,0.617983393128204,"noise"
"461","J3QR68","HP",NA,NA,"noise"
"462","P55795","HNRNPH2",0.456193295543424,0.467272768712754,"noise"
"463","F5H423","",0.397568809376698,0.672045889583946,"weak"
"464","Q01780","EXOSC10",NA,NA,"noise"
"465","Q96QA5","GSDMA",0.249050651801645,0.737483753941102,"noise"
"466","Q9Y3B4","SF3B6",0.497735476137528,0.654038072753319,"weak"
"467","Q96AE4","FUBP1",0.58537167542793,0.330400460150482,"weak"
"468","P02790","HPX",0.49784015650693,0.659324708213731,"weak"
"469","Q8IW75","SERPINA12",0.381578363191087,0.650948729254166,"weak"
"470","P26196","DDX6",0.475342471234172,0.376823360775364,"noise"
"471","P50454","SERPINH1",0.402088029165862,0.520938998451746,"noise"
"472","Q9UBG3","CRNN",NA,NA,"noise"
"473","O00159","MYO1C",NA,NA,"noise"
"474","A0A0A0MT01","GSN",0.44282411726817,0.55099405307892,"noise"
"475","P59665","DEFA1",NA,0.562509507890986,"noise"
"476","Q96D15","RCN3",NA,NA,"noise"
"477","D3YTB1","RPL32",NA,NA,"noise"
"478","Q01105","SET",0.38128827906386,0.651509569600707,"weak"
"479","X6R700","CHTOP",NA,0.593617969879585,"noise"
"480","P09874","PARP1",NA,NA,"noise"
"481","E9PCA1","CCT5",NA,NA,"noise"
"482","Q9UQ35","SRRM2",0.498928179234525,0.512846481392869,"noise"
"483","P62304","SNRPE",NA,NA,"noise"
"484","Q15828","CST6",0.372276214208015,0.522085088219843,"noise"
"485","P02675","FGB",0.392644090126857,0.444871380401178,"noise"
"486","M0QXN5","NUP62",0.405465747334529,0.460006381544578,"noise"
"487","P32969","RPL9",0.598638596668924,0.570524414228205,"weak"
"488","A0A024R6I7","SERPINA1",NA,0.607593984068235,"noise"
"489","A0A0B4J231","IGLL5",0.461449980735231,0.556697571232607,"noise"
"490","Q92499","DDX1",NA,0.539769203098183,"noise"
"491","O75306","NDUFS2",NA,NA,"noise"
"492","Q9P2I0","CPSF2",0.496542483748938,0.632846792349528,"weak"
"493","P61604","HSPE1",0.312907752972826,0.616364402902538,"weak"
"494","Q53RT3","ASPRV1",0.383829907227408,0.616265056785797,"weak"
"495","P02671","FGA",0.385661099936881,0.451734560867199,"noise"
"496","P68871","HBB",0.226902641394862,0.794935807378754,"noise"
"497","A0A087WV45","TTR",NA,0.569896570977543,"noise"
"498","Q13310","PABPC4",0.567374759176718,0.461841903507083,"noise"
"499","P54886","ALDH18A1",0.501056991312061,0.643508694000301,"weak"
"500","P01008","SERPINC1",NA,0.706352417761311,"noise"
"501","P01024","C3",NA,NA,"noise"
"502","Q5T749","KPRP",0.32617353939512,0.724525707154253,"weak"
"503","Q5T091","RER1",NA,0.53822787166918,"noise"
"504","V9GYM3","APOA2",NA,0.701992370699086,"noise"
"505","G8JLG2","CDSN",0.267507524288226,0.698569156054893,"noise"
"506","Q13263","TRIM28",0.382211081093558,0.501094704636448,"noise"
"507","B1AK20","DNAJC11",NA,NA,"noise"
"508","Q9ULV4","CORO1C",NA,0.506281141801008,"noise"
"509","P62753","RPS6",0.492166331662311,0.43930791955235,"noise"
"510","Q8N684","CPSF7",0.379956572202296,0.616930804945237,"weak"
"511","B7Z7B0","CPSF4",0.387064512473241,0.603614940938117,"noise"
"512","A8K2U0","A2ML1",0.384120716907649,0.649596067911429,"weak"
"513","Q6P4A8","PLBD1",0.391177710740015,0.503329958909129,"noise"
"514","Q9NR31","SAR1A",NA,NA,"noise"
"515","P05413","FABP3",NA,NA,"noise"
"516","Q01518","CAP1",NA,NA,"noise"
"517","P35030","PRSS3",NA,NA,"noise"
"518","P28070","PSMB4",NA,NA,"noise"
"519","Q13151","HNRNPA0",NA,0.545567824479316,"noise"
"520","P50452","SERPINB8",0.467598615743343,0.683103291630058,"weak"
"521","Q99523","SORT1",0.435535051506481,0.443238816152476,"noise"
"522","P55072","VCP",0.388279930416306,0.678973863140455,"weak"
"523","P02787","TF",NA,NA,"noise"
"524","Q9BYJ9","YTHDF1",0.531587449618489,0.442650832425482,"noise"
"525","P0DP25","CALM3",0.332872624166148,0.544818337095956,"noise"
"526","Q8NEX9","SDR9C7",0.38504261745255,NA,"noise"
"527","X6RJP6","TAGLN2",0.410231176557146,0.608432563675532,"noise"
"528","P36383","GJC1",NA,NA,"noise"
"529","Q92820","GGH",0.446030096949117,0.715690425449715,"weak"
"530","Q9UKF6","CPSF3",0.524973983774216,0.456554890534434,"noise"
"531","P04080","CSTB",0.353742994902364,0.695658049875088,"weak"
"532","P42357","HAL",0.28992231816471,0.739407579556149,"noise"
"533","P04004","VTN",0.313106360862307,0.682991932534394,"weak"
"534","O43251","RBFOX2",0.380381162007179,0.499041241869286,"noise"
"535","Q9GZZ8","LACRT",NA,NA,"noise"
"536","E7EPA1","PRPSAP2",0.68606579950868,0.31103993022083,"noise"
"537","Q12874","SF3A3",NA,0.544918446468767,"noise"
"538","A0A3B3ISS6","GPNMB",NA,NA,"noise"
"539","K7ERI7","RPL22",NA,0.49499042992966,"noise"
"540","P35637","FUS",0.512728583735825,0.451861417263094,"noise"
"541","C9JEU5","FGG",NA,NA,"noise"
"542","F8W148","CA6",NA,NA,"noise"
"543","P15586","GNS",0.361956429026511,0.397497416727384,"noise"
"544","A0A2R8Y811","RPS14",0.557112045327899,0.501267372548522,"noise"
"545","P00747","PLG",NA,NA,"noise"
"546","G3V3A0","SERPINA3",NA,0.60811028894161,"noise"
"547","P01036","CST4",NA,NA,"noise"
"548","P01833","PIGR",NA,NA,"noise"
"549","Q6UN15","FIP1L1",0.471868428492465,0.59613358699902,"noise"
"550","H0Y586","PSMA7",NA,NA,"noise"
