"Accession","Gene","median.x","median.y","group"
"55","P12236","SLC25A6",0.481181461109203,0.563110663843757,"noise"
"56","P31943","HNRNPH1",0.400949017032381,0.415073226290615,"noise"
"57","Q01469","FABP5",0.531687191168721,0.540292825937141,"noise"
"58","A0A087X0X3","HNRNPM",0.466057603052809,0.449072366345997,"noise"
"59","O43278","SPINT1",0.498029452432359,0.69843803730145,"weak"
"60","O75400","PRPF40A",0.608222236944855,0.382402006632631,"weak"
"61","P35232","PHB",0.436973069347586,0.553505409142476,"noise"
"62","P14618","PKM",0.376905773443379,0.705177192680635,"weak"
"63","O75533","SF3B1",0.459879807315008,0.586385524829375,"noise"
"64","P52597","HNRNPF",0.398491128535213,0.546492306092056,"noise"
"65","Q5QNW6","H2BC18",0.34414624351356,0.633541421432411,"weak"
"66","F8VVM2","SLC25A3",0.444158133705535,0.583397472013021,"noise"
"67","P69905","HBA1",0.461316044245627,0.669288145026813,"weak"
"68","Q6ZXV5","TMTC3",0.781840206814843,0.461762982453577,"weak"
"69","Q14126","DSG2",0.446119909814074,0.527910885315355,"noise"
"70","Q6ZVX7","NCCRP1",0.319334903210773,0.663897279448097,"weak"
"71","Q12906","ILF3",0.379520652596684,0.578647698091781,"noise"
"72","Q01085","TIAL1",0.505016950655406,0.469354551399711,"noise"
"73","P01037","CST1",0.548728840807996,0.50098105807923,"noise"
"74","H7C463","IMMT",0.64878095685765,0.384791869708896,"weak"
"75","F8W8I6","TIA1",0.550644395931814,0.455401400282338,"noise"
"76","P61978","HNRNPK",0.435383080315526,0.479555851204494,"noise"
"77","B4DY08","HNRNPC",0.391481228884228,0.459669705028166,"noise"
"78","Q9Y230","RUVBL2",0.59251071383817,0.541012196888957,"weak"
"79","Q00839","HNRNPU",0.42349407648123,0.533434293810309,"noise"
"80","P62269","RPS18",0.53637318637073,0.522219614716263,"noise"
"81","A0A5F9ZHM4","LDHB",0.475843848280014,0.611839395559181,"noise"
"82","A0A0A0MR02","VDAC2",0.531184708451985,0.52980470567309,"noise"
"83","P62249","RPS16",0.46970589321861,0.547163928439119,"noise"
"84","P04075","ALDOA",0.658545532304024,0.704085777148061,"strong"
"85","P04040","CAT",0.321026779369517,0.695921091836031,"weak"
"86","Q9NVI7","ATAD3A",0.457655671947977,0.553161312342346,"noise"
"87","P84243","H3-3A",0.411974051751072,0.648375885550593,"weak"
"88","P00558","PGK1",0.663736334018934,0.566683415846187,"weak"
"89","P31947","SFN",0.432974800918541,0.548593345554925,"noise"
"90","P00338","LDHA",0.423302797183241,0.777165073901822,"weak"
"91","P49411","TUFM",0.496645643337601,0.591055450896996,"noise"
"92","P23396","RPS3",0.430129222749855,0.747086224677014,"weak"
"93","P58107","EPPK1",0.244343826515529,0.486062658893231,"noise"
"94","P05023","ATP1A1",0.765048999092818,0.799408373362248,"strong"
"95","Q9H0U4","RAB1B",0.519015219244227,0.394983161355681,"noise"
"96","A0A087WVQ6","CLTC",0.545976885052038,0.595951184243498,"noise"
"97","P14625","HSP90B1",0.42043457581297,0.643416439700941,"weak"
"98","P07900","HSP90AA1",0.559837289377245,0.693471294493615,"weak"
"99","P35221","CTNNA1",0.671104680346222,0.631333569392135,"strong"
"100","P49327","FASN",0.568366696632565,0.654976461071162,"weak"
"101","Q02878","RPL6",0.69340572692909,0.502754754565836,"weak"
"102","P13639","EEF2",0.459866162574789,0.726993610289945,"weak"
"103","P53985","SLC16A1",0.673578977440811,0.589260020289893,"weak"
"104","P06733","ENO1",0.291593716695732,0.816416082182696,"noise"
"105","P62937","PPIA",0.516238131587884,0.559184781743306,"noise"
"106","P62701","RPS4X",0.460528462748055,0.550094023475201,"noise"
"107","Q9NZT1","CALML5",0.28386052078221,0.642099899632009,"noise"
"108","P11279","LAMP1",NA,NA,"noise"
"109","P62277","RPS13",0.532309541688202,0.600592367658652,"noise"
"110","P09382","LGALS1",0.503870472903304,0.495325712446075,"noise"
"111","P62913","RPL11",NA,NA,"noise"
"112","P27482","CALML3",0.508464652682525,0.491592004605292,"noise"
"113","P20700","LMNB1",0.304004033990448,0.41334082326556,"noise"
"114","Q01650","SLC7A5",0.658495697664613,0.644553190101786,"strong"
"115","O43240","KLK10",0.661652770283863,0.472858307327172,"weak"
"116","P16403","H1-2",0.429139093216906,0.725625510261171,"weak"
"117","P56537","EIF6",0.593743833260073,NA,"noise"
"118","P40926","MDH2",0.305798949271268,0.637575265315192,"weak"
"119","P22223","CDH3",0.756226063604144,0.69918012156803,"strong"
"120","P42167","TMPO",0.332898943683397,0.652997446334058,"weak"
"121","P06702","S100A9",0.393021083063221,0.743726830492649,"weak"
"122","A0A087WTT1","PABPC1",0.608477801193116,0.473547134656515,"weak"
"123","P62244","RPS15A",0.578853495310859,0.457104575044841,"weak"
"124","P35658","NUP214",0.561540354695697,0.336192703757585,"noise"
"125","P78527","PRKDC",0.450868118142888,0.494885111594,"noise"
"126","P02768","ALB",0.182136745243957,0.909018551704396,"noise"
"127","P07737","PFN1",0.331454725109174,0.727323810781281,"weak"
"128","Q92945","KHSRP",0.445563880987504,0.49227006701116,"noise"
"129","P26373","RPL13",0.50606360823724,0.546623896618522,"noise"
"130","Q14677","CLINT1",0.471108830658117,0.446302053822104,"noise"
"131","H0Y8G5","HNRNPD",0.513152808862482,0.442194873375352,"noise"
"132","Q13148","TARDBP",0.407942934532162,0.475254792215171,"noise"
"133","E7EQB2","LTF",0.301067239665045,0.601452848705391,"noise"
"134","O43175","PHGDH",0.604890288217826,0.445404207672024,"weak"
"135","P04843","RPN1",0.387597794963625,0.52168548888301,"noise"
"136","J3KRX5","RPL17",0.445254062450421,0.615169512206833,"noise"
"137","P31151","S100A7",0.274689498429038,0.752201826816102,"noise"
"138","C9JD32","RPL23",0.502163218098246,NA,"noise"
"139","P61353","RPL27",0.418476074307663,0.585730629288722,"noise"
"140","P46781","RPS9",0.485546577686887,0.704341858485058,"weak"
"141","H0Y4R1","IMPDH2",0.662790055978453,0.462715217220283,"weak"
"142","P14866","HNRNPL",0.477587883495516,0.406100686377922,"noise"
"143","P32119","PRDX2",0.433715622653475,0.705679605127654,"weak"
"144","P61626","LYZ",0.270982958758022,0.622621009142419,"noise"
"145","O43143","DHX15",0.502106381118273,0.519132802104334,"noise"
"146","P62906","RPL10A",0.405163586259561,0.568270517573332,"noise"
"147","P22735","TGM1",0.468103825579062,0.699375202817808,"weak"
"148","P51991","HNRNPA3",0.404587518852823,0.493889706667035,"noise"
"149","Q07065","CKAP4",NA,0.400432713853995,"noise"
"150","P26368","U2AF2",0.612053811923686,0.525635695872443,"weak"
"151","P27797","CALR",0.521227058413848,0.634230918056581,"weak"
"152","P19338","NCL",0.430854598782095,0.629396721970407,"weak"
"153","Q15717","ELAVL1",0.404284401959239,0.568247360310546,"noise"
"154","P26641","EEF1G",0.478065926016049,0.507421430198934,"noise"
"155","P30050","RPL12",0.458575209411491,0.603330900492497,"noise"
"156","Q15029","EFTUD2",0.474950872375385,0.487828274089343,"noise"
"157","Q15084","PDIA6",0.439928401511236,0.617591737990112,"weak"
"158","Q15365","PCBP1",0.458440233925436,0.453033581211533,"noise"
"159","P07237","P4HB",0.402902187541832,0.718487997897739,"weak"
"160","P83731","RPL24",0.53971467140816,0.546412920667674,"noise"
"161","Q13838","DDX39B",0.497852263609814,0.652977017480425,"weak"
"162","P36542","ATP5F1C",0.504887276305003,0.408981598792674,"noise"
"163","P09758","TACSTD2",0.638962583368484,0.432252128595128,"weak"
"164","P34897","SHMT2",0.366861732644202,0.534310499002325,"noise"
"165","P62280","RPS11",0.622261815161332,0.554209698815107,"weak"
"166","J3KTA4","DDX5",0.482992033765323,0.367626528337967,"noise"
"167","P51148","RAB5C",0.606746589244959,0.520761443568315,"weak"
"168","Q13509","TUBB3",0.50870713311206,0.664192551899499,"weak"
"169","P63173","RPL38",0.570348481321937,0.429606006974008,"noise"
"170","P17931","LGALS3",0.512772743179734,0.433943817097545,"noise"
"171","Q9Y265","RUVBL1",0.523128352221447,0.650123409749816,"weak"
"172","P23246","SFPQ",0.406477729435125,0.540700927331824,"noise"
"173","P26599","PTBP1",0.373567635984214,0.551170431926086,"noise"
"174","Q8TEM1","NUP210",0.393158926948803,0.502916878940465,"noise"
"175","P39656","DDOST",0.316430206548852,0.529218187088339,"noise"
"176","Q05048","CSTF1",NA,NA,"noise"
"177","P13073","COX4I1",0.477105375241761,0.524754939449993,"noise"
"178","Q12955","ANK3",0.445103465973014,0.695214727081739,"weak"
"179","P50502","ST13",0.448533544189059,0.584684348509667,"noise"
"180","A2NJV5","IGKV2-29",0.292732575950807,0.691651494854936,"noise"
"181","M0R0F0","RPS5",0.468660282246631,0.602515854106339,"noise"
"182","Q9UKM9","RALY",0.57655952254378,0.461602680015322,"weak"
"183","P07099","EPHX1",0.388151026398783,0.510297384944971,"noise"
"184","P23528","CFL1",0.585682480416382,0.612349553109248,"weak"
"185","A0A2R8Y6J3","RPL5",0.528839319037696,0.580377723166357,"noise"
"186","Q9UJS0","SLC25A13",0.29590722776283,0.602248109692791,"noise"
"187","P16401","H1-5",0.480706066347142,NA,"noise"
"188","P49755","TMED10",0.499332020310336,0.423746566642405,"noise"
"189","P00403","MT-CO2",0.435673725909496,0.570566719965882,"noise"
"190","O75223","GGCT",0.381691517526636,0.681779922605029,"weak"
"191","Q08188","TGM3",0.24033578654615,0.749753995988648,"noise"
"192","E9PQD7","RPS2",0.48285190040679,0.546203671701722,"noise"
"193","P51149","RAB7A",0.410488296424331,0.620685260854814,"weak"
"194","P06748","NPM1",0.359010538931894,0.513324886482501,"noise"
"195","P60866","RPS20",0.39660870505974,0.633048858076303,"weak"
"196","Q02978","SLC25A11",0.401682368139748,0.503349767701583,"noise"
"197","Q9NZ01","TECR",0.452206229614864,0.514008945364042,"noise"
"198","P62424","RPL7A",0.483430616683391,0.664822153828481,"weak"
"199","P04844","RPN2",0.54924210792323,NA,"noise"
"200","Q9BUJ2","HNRNPUL1",0.359552417168297,0.559290548660167,"noise"
"201","P62491","RAB11A",0.462035073291119,0.605831254012482,"noise"
"202","A0A1B0GUE3","ASAH1",0.515564059028035,0.615089499964454,"noise"
"203","Q13835","PKP1",0.455000042714221,0.653215857465946,"weak"
"204","P61224","RAP1B",0.445052740407424,0.64801469217758,"weak"
"205","P00390","GSR",0.679624132112943,NA,"noise"
"206","P15531","NME1",0.533999460048976,0.545448686894293,"noise"
"207","Q9Y277","VDAC3",0.485120088926703,0.563367888451978,"noise"
"208","P31944","CASP14",0.176740048508184,0.791031618509939,"noise"
"209","P50995","ANXA11",0.531995824904468,0.621019562034772,"weak"
"210","P13667","PDIA4",0.46464563883488,0.619843823025249,"weak"
"211","H0YHA7","RPL18",0.452152833886034,NA,"noise"
"212","P62266","RPS23",0.504232910579988,0.557866038885072,"noise"
"213","Q13501","SQSTM1",0.657892455158086,0.549646591551687,"weak"
"214","P48047","ATP5PO",0.470610763261786,0.493282767621422,"noise"
"215","P11908","PRPS2",0.65580004967063,0.368806984187966,"weak"
"216","O00571","DDX3X",0.544493220774078,0.680752298065143,"weak"
"217","Q08554","DSC1",0.326604162881169,0.749036731519961,"weak"
"218","G3V1B3","RPL21",0.521952906325858,NA,"noise"
"219","Q9Y5A9","YTHDF2",0.526269839946876,0.570061457755036,"noise"
"220","P39019","RPS19",0.422788018004022,0.685676597082534,"weak"
"221","P18669","PGAM1",0.576837222877273,0.514351780374414,"weak"
"222","P21333","FLNA",0.388688955119098,0.6730540631846,"weak"
"223","P05388","RPLP0",0.476562401489018,0.630206472636997,"weak"
"224","Q09666","AHNAK",0.641718423893595,0.454039221112082,"weak"
"225","P35579","MYH9",0.488616846886883,0.647832926264414,"weak"
"226","Q92841","DDX17",0.493600943254719,0.443127402390513,"noise"
"227","P49207","RPL34",0.562020299282333,0.531999253699303,"noise"
"228","P23490","LORICRIN",0.451456764489644,0.579834983817432,"noise"
"229","H3BNC9","",0.421554299059674,0.662553835824927,"weak"
"230","B4DLN1","",0.556373126758246,NA,"noise"
"231","Q8N1F7","NUP93",0.561226245913287,0.392183783283408,"noise"
"232","P09936","UCHL1",0.565196430082649,0.563925391397215,"noise"
"233","A0A1B0GVD5","CTSD",0.273386527359142,0.683815133330307,"noise"
"234","P49756","RBM25",0.335602225013604,0.627701133277532,"weak"
"235","P29508","SERPINB3",0.25845922006851,0.737272484237683,"noise"
"236","Q92804","TAF15",0.367317871442134,0.604202906509761,"noise"
"237","P01876","IGHA1",0.300411575528426,0.731895452489183,"weak"
"238","P84098","RPL19",0.64988348853752,0.496074947497098,"weak"
"239","P11717","IGF2R",0.536846290675456,0.517583607911305,"noise"
"240","A0A087WWU8","TPM3",0.657614364040116,0.561962073552278,"weak"
"241","E9PKZ0","RPL8",0.442624680646501,0.591409791417448,"noise"
"242","P27824","CANX",0.476102640001318,0.614253451085508,"noise"
"243","P62258","YWHAE",0.599023299114689,0.505127613382914,"weak"
"244","Q96PK6","RBM14",0.386314567039199,0.522976419769818,"noise"
"245","O43809","NUDT21",0.487611149049061,0.419563697107005,"noise"
"246","P01834","IGKC",0.387648630491324,0.621964666936991,"weak"
"247","Q15233","NONO",0.483990031729272,0.486337119371951,"noise"
"248","P25398","RPS12",0.499479263529887,0.596089687286715,"noise"
"249","P38919","EIF4A3",0.372509558331087,0.414321646482199,"noise"
"250","P09211","GSTP1",0.496120175291872,NA,"noise"
"251","B4DR61","SEC61A1",0.448657957011654,0.50355721513652,"noise"
"252","B5MDF5","RAN",0.540298422349255,NA,"noise"
"253","H0YKD8","RPL28",0.486567632331508,NA,"noise"
"254","Q9P035","HACD3",0.50038813739317,NA,"noise"
"255","A0A3B3ITD8","NUP98",0.343940995423641,0.529301166443468,"noise"
"256","P20645","M6PR",0.560398692431102,NA,"noise"
"257","Q14574","DSC3",0.443649423850168,0.501144271630144,"noise"
"258","Q01081","U2AF1",0.592197106875267,NA,"noise"
"259","Q14697","GANAB",0.449126753945327,0.595859270328609,"noise"
"260","P06744","GPI",0.596017084918809,NA,"noise"
"261","P60842","EIF4A1",0.485553143015497,NA,"noise"
"262","Q92542","NCSTN",0.647405915139284,0.622117580225738,"strong"
"263","A0A087X2D0","SRSF3",0.382944455749081,0.622552307641638,"weak"
"264","Q9H8K7","PAAT",0.294687732121383,0.773022274445357,"noise"
"265","O43390","HNRNPR",0.474674318558612,0.461599457789854,"noise"
"266","Q9H0U3","MAGT1",NA,NA,"noise"
"267","P29401","TKT",0.546709190196412,0.541238003897985,"noise"
"268","Q96DI7","SNRNP40",0.582864429155669,NA,"noise"
"269","Q6NUK1","SLC25A24",0.509223511223894,0.388429846306705,"noise"
"270","Q9Y3U8","RPL36",0.502412332490895,0.450812567302718,"noise"
"271","O75643","SNRNP200",0.517937058003332,0.604087765067995,"noise"
"272","F5H282","TCP1",NA,NA,"noise"
"273","D6RBZ0","HNRNPAB",0.329705073061808,0.530836502078622,"noise"
"274","H0YL69","PSMA4",0.366046064667761,0.594483796883048,"noise"
"275","E9PLL6","RPL27A",NA,NA,"noise"
"276","Q96EP5","DAZAP1",0.583866269927108,0.47116798815522,"weak"
"277","P08865","RPSA",0.34294884850056,0.663497097105618,"weak"
"278","Q07021","C1QBP",0.445748872209046,NA,"noise"
"279","P31025","LCN1",0.257135919978886,0.709733630008481,"noise"
"280","P01857","IGHG1",0.299041863118269,0.765032767048147,"weak"
"281","Q13867","BLMH",0.374476244914097,0.710558795918391,"weak"
"282","P50402","EMD",0.549232701075106,0.5660887680339,"noise"
"283","P32322","PYCR1",0.368678694664318,0.494690686432917,"noise"
"284","P20618","PSMB1",0.472776700095711,0.55476959441771,"noise"
"285","Q15149","PLEC",0.341023453065406,0.463650023843469,"noise"
"286","A8MXP9","MATR3",0.32202435862813,0.546881880712103,"noise"
"287","P36578","RPL4",0.492409885133002,0.630367157908993,"weak"
"288","P63167","DYNLL1",0.468593931947384,0.533224422060899,"noise"
"289","P62854","RPS26",0.533338889808849,0.482686872374869,"noise"
"290","P60174","TPI1",0.323735351334256,0.596260399853268,"noise"
"291","P60903","S100A10",0.4209555655456,NA,"noise"
"292","P20073","ANXA7",0.434412520657256,0.583648631670282,"noise"
"293","P62081","RPS7",0.534515710804228,0.479555693859089,"noise"
"294","O43707","ACTN4",0.37829751379079,0.542811608226681,"noise"
"295","P51572","BCAP31",0.4320326257034,0.612458395520403,"noise"
"296","P63244","RACK1",0.456915459740376,0.616394625369167,"weak"
"297","Q7Z3B4","NUP54",0.404826973107876,NA,"noise"
"298","Q7Z739","YTHDF3",0.587581895540109,NA,"noise"
"299","Q9HAU0","PLEKHA5",0.577175936635342,NA,"noise"
"300","P50914","RPL14",0.457822366471299,0.606273205153908,"noise"
"301","Q16629","SRSF7",0.349087092499925,0.646973713791485,"weak"
"302","P01040","CSTA",0.27092069031958,0.710004905352858,"noise"
"303","B0QYK0","EWSR1",0.434367929710556,0.501860604741129,"noise"
"304","Q02383","SEMG2",0.353463414254776,0.411224778364489,"noise"
"305","P62314","SNRPD1",NA,NA,"noise"
"306","Q08211","DHX9",0.259908313860905,0.601005620044554,"noise"
"307","Q53GQ0","HSD17B12",0.455940192913841,0.572003821976493,"noise"
"308","A0A590UK80","",0.354080337744676,0.602295796487138,"noise"
"309","P61247","RPS3A",0.43347065960471,0.62251463407214,"weak"
"310","I3L192","BSG",0.520180204138305,0.595554604415168,"noise"
"311","P05089","ARG1",0.188318377663168,0.795421748656638,"noise"
"312","P49748","ACADVL",0.455336129810707,0.549908237128097,"noise"
"313","P02786","TFRC",0.542062779900875,0.634615007937382,"weak"
"314","P23284","PPIB",0.45628077967674,0.619106485901868,"weak"
"315","P50395","GDI2",0.504111616188993,0.548639092528499,"noise"
"316","A0A0C4DGI3","CS",0.439269481396705,0.595614105147845,"noise"
"317","Q9BSJ8","ESYT1",0.49294618034587,0.590828684233365,"noise"
"318","Q9Y2W1","THRAP3",0.439676164886519,0.583758586768584,"noise"
"319","G3V279","ERH",NA,NA,"noise"
"320","P46940","IQGAP1",0.611669513654886,NA,"noise"
"321","H7C2W9","RPL31",0.592347060935122,NA,"noise"
"322","P62841","RPS15",NA,NA,"noise"
"323","P40429","RPL13A",0.581023876570846,0.45640310647054,"weak"
"324","P10599","TXN",0.385629992821341,0.615450482613939,"noise"
"325","P62318","SNRPD3",0.496268363001459,0.507518574174632,"noise"
"326","H3BRG4","UQCRC2",0.474998531962741,0.54236534810957,"noise"
"327","P28074","PSMB5",0.476913456449,0.588932766479196,"noise"
"328","G3V3U4","PSMA6",0.428119104306102,0.619170698707973,"weak"
"329","C9JRZ6","CHCHD3",0.498804100456643,0.560269690757724,"noise"
"330","E5RI99","RPL30",NA,NA,"noise"
"331","Q9Y6C9","MTCH2",0.375907868308873,NA,"noise"
"332","A8MUD9","RPL7",0.399858720450085,0.667839489042578,"weak"
"333","P31949","S100A11",0.454993958670281,0.615190621665082,"noise"
"334","P29692","EEF1D",0.558077649257655,NA,"noise"
"335","Q9Y5S9","RBM8A",0.478135724855569,NA,"noise"
"336","Q96T58","SPEN",0.316679027642921,0.678499517453304,"weak"
"337","P49768","PSEN1",0.581205479194446,0.568789088240603,"weak"
"338","P30048","PRDX3",NA,NA,"noise"
"339","E7EQV9","RPL15",0.491848132450849,0.499839038923092,"noise"
"340","Q99959","PKP2",0.440523227446224,0.621184748493396,"weak"
"341","P61513","RPL37A",NA,NA,"noise"
"342","P04745","AMY1A",0.490176639419657,NA,"noise"
"343","P27635","RPL10",0.608495823593837,0.462103772545727,"weak"
"344","P28066","PSMA5",0.554345876018226,NA,"noise"
"345","P25787","PSMA2",NA,NA,"noise"
"346","F8VZX2","PCBP2",0.560501268507422,NA,"noise"
"347","Q96I24","FUBP3",0.438137731955861,0.600778551730518,"noise"
"348","P62995","TRA2B",0.436312251267124,0.589283675280736,"noise"
"349","B7Z6Z4","MYL6",0.51791747484755,NA,"noise"
"350","A0A024QZ42","PDCD6",0.530995309733812,0.48770105833615,"noise"
"351","P46783","RPS10",0.509349762354089,NA,"noise"
"352","Q6UWP8","SBSN",0.335366450636675,0.691197897647881,"weak"
"353","P67809","YBX1",0.452319838148513,0.614043633274164,"noise"
"354","Q9Y446","PKP3",0.582171562760606,0.551137562968713,"weak"
"355","P39023","RPL3",0.387612153917535,0.699552575406569,"weak"
"356","Q96FQ6","S100A16",0.494156795687373,0.517043716697109,"noise"
"357","Q16610","ECM1",0.500702597194365,NA,"noise"
"358","B4DY09","ILF2",0.421499946522491,0.687687152229322,"weak"
"359","P08758","ANXA5",0.441053269817077,0.616065120716664,"weak"
"360","P78371","CCT2",0.431552337580825,0.609049399084565,"noise"
"361","Q9C0J8","WDR33",0.50709216292435,NA,"noise"
"362","Q5VV87","MGST3",NA,0.495895127636005,"noise"
"363","Q10570","CPSF1",0.332309384729453,0.554668688306992,"noise"
"364","A0A0G2JMZ8","OCLN",NA,NA,"noise"
"365","P24539","ATP5PB",0.45944018010882,NA,"noise"
"366","Q96AG4","LRRC59",NA,0.49714175943711,"noise"
"367","J3KTL2","SRSF1",0.474085358205849,0.606165945011199,"noise"
"368","O00425","IGF2BP3",0.560368590140994,0.439983100452639,"noise"
"369","P16422","EPCAM",0.642485778962803,0.611464080957579,"weak"
"370","P27708","CAD",NA,NA,"noise"
"371","F8VRN8","LIMA1",NA,NA,"noise"
"372","P25786","PSMA1",0.388423948435825,0.697794567998331,"weak"
"373","P07858","CTSB",0.510259054809518,0.593204962385823,"noise"
"374","Q14974","KPNB1",0.369206343911629,0.501924912823481,"noise"
"375","O75635","SERPINB7",NA,0.505663366568849,"noise"
"376","Q15393","SF3B3",0.497679009533925,0.465160458243463,"noise"
"377","P42766","RPL35",0.448984597461964,0.646395169973954,"weak"
"378","J3QQQ9","",0.431497952945793,NA,"noise"
"379","P62241","RPS8",0.457581988771599,0.619446083444558,"weak"
"380","P47929","LGALS7",0.372725633295182,0.504076132674695,"noise"
"381","E9PB61","ALYREF",0.535299041803049,0.499417038510906,"noise"
"382","P48681","NES",0.601119670013035,NA,"noise"
"383","O14979","HNRNPDL",0.377097693948581,0.443160239354319,"noise"
"384","P62316","SNRPD2",NA,NA,"noise"
"385","Q9UMS4","PRPF19",0.537547243154331,0.29425458305605,"noise"
"386","Q12931","TRAP1",0.468358181050687,NA,"noise"
"387","P12814","ACTN1",0.51894997260502,0.49913915940094,"noise"
"388","Q9HCY8","S100A14",0.492676275844337,NA,"noise"
"389","Q8WVV4","POF1B",0.325924096950498,0.6475951598154,"weak"
"390","P02452","COL1A1",NA,NA,"noise"
"391","P12273","PIP",0.274670669019537,0.71423430579081,"noise"
"392","A0A2R8Y849","RPS24",NA,NA,"noise"
"393","X6RDA4","PSPC1",NA,NA,"noise"
"394","A0A0A0MRM8","MYO6",0.454999115254416,NA,"noise"
"395","Q13435","SF3B2",NA,0.452671769336301,"noise"
"396","Q07666","KHDRBS1",0.410654462634817,0.4413693995247,"noise"
"397","A0A3B3ISX1","ADAR",0.392290924856612,0.599700615419161,"noise"
"398","K7EJV9","RPL23A",NA,0.65620049572371,"noise"
"399","Q96HS1","PGAM5",NA,NA,"noise"
"400","P38159","RBMX",0.438288431698359,0.392515238630135,"noise"
"401","Q16651","PRSS8",NA,NA,"noise"
"402","Q99567","NUP88",NA,0.628375711508255,"noise"
"403","P61026","RAB10",0.370032355904211,0.566341359376323,"noise"
"404","Q5SZX6","CCT3",0.613204784794005,NA,"noise"
"405","P0DPA2","VSIG8",NA,NA,"noise"
"406","O14828","SCAMP3",0.371293488052654,0.591289896659884,"noise"
"407","Q9UN86","G3BP2",NA,NA,"noise"
"408","E9PPI9","EXOSC4",NA,0.688660569429088,"noise"
"409","Q9NR30","DDX21",NA,NA,"noise"
"410","P09661","SNRPA1",NA,NA,"noise"
"411","P19652","ORM2",NA,0.770724775458404,"noise"
"412","Q06710","PAX8",NA,NA,"noise"
"413","P62851","RPS25",NA,0.690240875188663,"noise"
"414","Q15459","SF3A1",0.50630216686579,NA,"noise"
"415","D6RFH4","CYB5B",NA,NA,"noise"
