"Accession","Gene","median.x","median.y","group"
"40","Q14157","UBAP2L",0.501176454970775,0.386088688601595,"noise"
"41","Q99623","PHB2",0.387141085582838,0.619648879544172,"weak"
"42","Q96S66","CLCC1",0.698741294049827,0.545295918005098,"weak"
"43","P06576","ATP5F1B",0.302947412741923,0.578603560114643,"noise"
"44","Q16777","H2AC20",0.309408000220474,0.680105662754728,"weak"
"45","P55084","HADHB",0.351213379131481,0.541833228866923,"noise"
"46","O75629","CREG1",0.499988386441802,0.505386232995993,"noise"
"47","A0A0G2JIW1","HSPA1B",0.549005515102267,0.574657641533251,"noise"
"48","P30101","PDIA3",0.319360662864795,0.703480159676358,"weak"
"49","P31942","HNRNPH3",0.408860779051878,0.539890756050434,"noise"
"50","P78406","RAE1",0.511290927958742,0.498452799042843,"noise"
"51","P04792","HSPB1",0.467628393288711,0.550104458206383,"noise"
"52","P38646","HSPA9",0.433250792064352,0.659443035371042,"weak"
"53","Q06830","PRDX1",0.438567438107079,0.589611146040085,"noise"
"54","P08670","VIM",0.229361674528256,0.768960081854814,"noise"
"55","P12236","SLC25A6",0.410633477438324,0.586948578899404,"noise"
"56","P31943","HNRNPH1",0.460333031090202,0.525890244452693,"noise"
"57","Q01469","FABP5",0.402001927239807,0.623557989257452,"weak"
"58","A0A087X0X3","HNRNPM",0.478148282323205,0.453282868094605,"noise"
"59","O43278","SPINT1",0.496531829147285,0.675720975985005,"weak"
"60","O75400","PRPF40A",0.611725076974434,0.383371554998855,"weak"
"61","P35232","PHB",0.32560493786745,0.531147165224499,"noise"
"62","P14618","PKM",0.306736510359329,0.75083042943889,"weak"
"63","O75533","SF3B1",0.543311902245804,0.512518786872781,"noise"
"64","P52597","HNRNPF",0.377601418385902,0.565424286853861,"noise"
"65","Q5QNW6","H2BC18",0.289479547532033,0.684398777207432,"noise"
"66","F8VVM2","SLC25A3",0.390877410841656,0.645675042157202,"weak"
"67","P69905","HBA1",0.366059370613553,0.651962212537264,"weak"
"68","Q6ZXV5","TMTC3",0.593681633654627,0.599251688501279,"weak"
"69","Q14126","DSG2",0.426667730572012,0.507679773121919,"noise"
"70","Q6ZVX7","NCCRP1",0.276506615516262,0.673151882884438,"noise"
"71","Q12906","ILF3",0.387427937553399,0.500631180664256,"noise"
"72","Q01085","TIAL1",0.497129959964938,0.506171275130389,"noise"
"73","P01037","CST1",0.605196542794224,0.499243192281188,"weak"
"74","H7C463","IMMT",0.664200363708612,0.32584410068843,"weak"
"75","F8W8I6","TIA1",0.443678935264544,0.46115141662218,"noise"
"76","P61978","HNRNPK",0.320702365725927,0.610788539882339,"noise"
"77","B4DY08","HNRNPC",0.355687558193385,0.522053893532911,"noise"
"78","Q9Y230","RUVBL2",0.380869880520292,0.547129894889806,"noise"
"79","Q00839","HNRNPU",0.447931569789196,0.478074857074825,"noise"
"80","P62269","RPS18",0.529520589955579,0.569755198379763,"noise"
"81","A0A5F9ZHM4","LDHB",0.418462521115924,0.640830208352289,"weak"
"82","A0A0A0MR02","VDAC2",0.487056761276883,0.546961103486456,"noise"
"83","P62249","RPS16",0.468809248825955,0.530353753463422,"noise"
"84","P04075","ALDOA",0.524570346919404,0.66660547126596,"weak"
"85","P04040","CAT",0.36266888561173,0.699545041111397,"weak"
"86","Q9NVI7","ATAD3A",0.462108192731841,0.722424919097772,"weak"
"87","P84243","H3-3A",0.334625766106736,0.598157282074492,"noise"
"88","P00558","PGK1",0.576889533902304,0.496151225751503,"weak"
"89","P31947","SFN",0.322245638111537,0.55818534763152,"noise"
"90","P00338","LDHA",0.40400915693261,0.710996224534118,"weak"
"91","P49411","TUFM",0.512387032451682,0.584031297515808,"noise"
"92","P23396","RPS3",0.360101862919303,0.69691683575849,"weak"
"93","P58107","EPPK1",0.205253287504179,0.251737531019557,"noise"
"94","P05023","ATP1A1",0.541244220371448,0.715725892386163,"weak"
"95","Q9H0U4","RAB1B",0.478285403131471,0.531733890877797,"noise"
"96","A0A087WVQ6","CLTC",0.408080262784268,0.618272123284957,"weak"
"97","P14625","HSP90B1",0.383957595379408,0.632848508716727,"weak"
"98","P07900","HSP90AA1",0.389149257247625,0.662616740924165,"weak"
"99","P35221","CTNNA1",0.529458315889293,0.570056305007929,"noise"
"100","P49327","FASN",0.470584829345167,0.600122687249416,"noise"
"101","Q02878","RPL6",0.642553665345204,0.540167637436662,"weak"
"102","P13639","EEF2",0.393381576611989,0.734821477169053,"weak"
"103","P53985","SLC16A1",0.677971389079549,0.532167575665582,"weak"
"104","P06733","ENO1",0.279470307585284,0.764123643107251,"noise"
"105","P62937","PPIA",0.437220100041275,0.540338031841566,"noise"
"106","P62701","RPS4X",0.461476328600403,0.516946313039877,"noise"
"107","Q9NZT1","CALML5",0.274277898356202,0.732489456891658,"noise"
"108","P11279","LAMP1",NA,NA,"noise"
"109","P62277","RPS13",0.429713400025865,0.58309693590231,"noise"
"110","P09382","LGALS1",0.387541697877131,0.545714117023458,"noise"
"111","P62913","RPL11",0.45084994299777,NA,"noise"
"112","P27482","CALML3",NA,0.494286267435795,"noise"
"113","P20700","LMNB1",0.308822392469187,0.531617892700581,"noise"
"114","Q01650","SLC7A5",0.64462086901345,0.710396402508638,"strong"
"115","O43240","KLK10",0.606840526561683,0.469093962478666,"weak"
"116","P16403","H1-2",0.327765495681585,0.633605978521898,"weak"
"117","P56537","EIF6",0.344998186335221,0.648687722706471,"weak"
"118","P40926","MDH2",0.242612025189369,0.674131215702757,"noise"
"119","P22223","CDH3",0.740106691627049,0.685256383476657,"strong"
"120","P42167","TMPO",0.276486697430286,0.649807903875379,"noise"
"121","P06702","S100A9",0.262886334389812,0.714433898214266,"noise"
"122","A0A087WTT1","PABPC1",0.477912629262787,0.48533729813842,"noise"
"123","P62244","RPS15A",0.565366195426673,0.42804981060848,"noise"
"124","P35658","NUP214",0.545320543168439,0.413125399163403,"noise"
"125","P78527","PRKDC",0.52933245814507,0.388456905613859,"noise"
"126","P02768","ALB",0.162317536035784,0.893762906334996,"noise"
"127","P07737","PFN1",0.284185502803867,0.675428264544854,"noise"
"128","Q92945","KHSRP",0.543211055168673,0.568146625311097,"noise"
"129","P26373","RPL13",0.408141660447996,0.610532066657684,"noise"
"130","Q14677","CLINT1",0.545574481681696,0.437030980672591,"noise"
"131","H0Y8G5","HNRNPD",0.459552015828481,0.437409238823138,"noise"
"132","Q13148","TARDBP",0.438188366938533,0.55241001446616,"noise"
"133","E7EQB2","LTF",0.24551981597382,0.756694095528554,"noise"
"134","O43175","PHGDH",0.578361417574946,0.459116960146831,"weak"
"135","P04843","RPN1",0.384180819074497,0.559221111308087,"noise"
"136","J3KRX5","RPL17",0.534759547709619,0.531965613917033,"noise"
"137","P31151","S100A7",0.336803166099392,0.709174422128907,"weak"
"138","C9JD32","RPL23",0.504212534083586,0.502861835936488,"noise"
"139","P61353","RPL27",0.38665648031583,0.5414748341921,"noise"
"140","P46781","RPS9",0.419867648217557,0.638869521850057,"weak"
"141","H0Y4R1","IMPDH2",0.644667222855136,0.398833697667061,"weak"
"142","P14866","HNRNPL",NA,0.500719031881412,"noise"
"143","P32119","PRDX2",0.220954288310532,0.670200742843924,"noise"
"144","P61626","LYZ",0.249128600392756,0.662135856206867,"noise"
"145","O43143","DHX15",0.442835177917876,NA,"noise"
"146","P62906","RPL10A",0.420910427449999,0.63025467171185,"weak"
"147","P22735","TGM1",0.303073617174162,0.720140623492433,"weak"
"148","P51991","HNRNPA3",0.426566166707881,0.528582225167369,"noise"
"149","Q07065","CKAP4",NA,NA,"noise"
"150","P26368","U2AF2",0.606324441082501,0.445815097381241,"weak"
"151","P27797","CALR",0.36919229549339,0.688620447616029,"weak"
"152","P19338","NCL",0.354879913814403,0.482515137665205,"noise"
"153","Q15717","ELAVL1",0.298499682230996,0.53815935729229,"noise"
"154","P26641","EEF1G",0.461054673593653,0.501610959119177,"noise"
"155","P30050","RPL12",0.379194203431967,0.630421092707392,"weak"
"156","Q15029","EFTUD2",0.510441293212737,0.415635010551344,"noise"
"157","Q15084","PDIA6",0.335384217672503,0.505249100509591,"noise"
"158","Q15365","PCBP1",0.492365035563257,0.533630471445777,"noise"
"159","P07237","P4HB",0.333482405324165,0.703806982775657,"weak"
"160","P83731","RPL24",0.504927362908809,0.455314999972034,"noise"
"161","Q13838","DDX39B",0.459275306935481,0.54742088536357,"noise"
"162","P36542","ATP5F1C",0.429855893723503,0.390354918119586,"noise"
"163","P09758","TACSTD2",0.612164535197513,0.444207202693587,"weak"
"164","P34897","SHMT2",0.474960340244759,0.616472637464395,"weak"
"165","P62280","RPS11",0.562817930082993,0.502303805128783,"noise"
"166","J3KTA4","DDX5",0.446060691499161,0.552705892703014,"noise"
"167","P51148","RAB5C",0.361574250008535,0.629202433008961,"weak"
"168","Q13509","TUBB3",0.451770394085331,0.568917292247244,"noise"
"169","P63173","RPL38",0.551034593429912,0.494081652165181,"noise"
"170","P17931","LGALS3",0.427277632071278,0.615269622425851,"noise"
"171","Q9Y265","RUVBL1",0.420240090070971,0.557173561371252,"noise"
"172","P23246","SFPQ",0.310590729692237,0.613990957714414,"noise"
"173","P26599","PTBP1",0.394316891567735,0.573436636372891,"noise"
"174","Q8TEM1","NUP210",0.394574228875786,0.465701750992685,"noise"
"175","P39656","DDOST",0.31927546479027,0.535580178731242,"noise"
"176","Q05048","CSTF1",NA,0.379752727486245,"noise"
"177","P13073","COX4I1",0.449888149567561,0.481575366595929,"noise"
"178","Q12955","ANK3",0.396688032137204,0.605134899746212,"noise"
"179","P50502","ST13",0.373156881747854,0.540993443870059,"noise"
"180","A2NJV5","IGKV2-29",0.307115251530132,0.705289501243545,"weak"
"181","M0R0F0","RPS5",0.482125934721817,0.549200018145631,"noise"
"182","Q9UKM9","RALY",0.502407184253573,0.405238772265078,"noise"
"183","P07099","EPHX1",0.433445263944689,0.570650886708236,"noise"
"184","P23528","CFL1",0.397022524573948,0.651329780232928,"weak"
"185","A0A2R8Y6J3","RPL5",0.514461716452186,0.519419601287321,"noise"
"186","Q9UJS0","SLC25A13",0.467357907886741,0.551177176518403,"noise"
"187","P16401","H1-5",0.406863947040592,0.536797743093865,"noise"
"188","P49755","TMED10",NA,NA,"noise"
"189","P00403","MT-CO2",0.366109996371383,0.507874218989376,"noise"
"190","O75223","GGCT",0.310390710664341,0.686789785989339,"weak"
"191","Q08188","TGM3",0.180962267762908,0.859918263973217,"noise"
"192","E9PQD7","RPS2",0.481973582459154,0.465776360107894,"noise"
"193","P51149","RAB7A",0.338643205145307,0.600334449822655,"noise"
"194","P06748","NPM1",0.326306678102381,0.535487870393332,"noise"
"195","P60866","RPS20",0.390996792159657,0.526843596890645,"noise"
"196","Q02978","SLC25A11",0.354859536886288,0.5764946536521,"noise"
"197","Q9NZ01","TECR",0.472901300018542,0.481144850590527,"noise"
"198","P62424","RPL7A",0.366998817066233,0.653305560536868,"weak"
"199","P04844","RPN2",NA,NA,"noise"
"200","Q9BUJ2","HNRNPUL1",0.195882429336248,0.6556713067455,"noise"
"201","P62491","RAB11A",0.432882224511173,0.594403276961271,"noise"
"202","A0A1B0GUE3","ASAH1",0.529304533210615,0.701572339761984,"weak"
"203","Q13835","PKP1",0.386315628227802,0.744435470677188,"weak"
"204","P61224","RAP1B",0.43788682920359,0.721919653904827,"weak"
"205","P00390","GSR",NA,NA,"noise"
"206","P15531","NME1",0.502816018390075,0.586073251681863,"noise"
"207","Q9Y277","VDAC3",0.455601296293651,0.619724961473126,"weak"
"208","P31944","CASP14",0.18358024439589,0.884657825925604,"noise"
"209","P50995","ANXA11",0.422995267569483,0.553276861153699,"noise"
"210","P13667","PDIA4",0.430400472871146,0.595671201304643,"noise"
"211","H0YHA7","RPL18",0.493543297599245,0.511945329489878,"noise"
"212","P62266","RPS23",0.490615343559721,0.463857536389747,"noise"
"213","Q13501","SQSTM1",0.618103832861426,0.391211923015188,"weak"
"214","P48047","ATP5PO",0.503080978571355,NA,"noise"
"215","P11908","PRPS2",0.653653172850326,0.390404044561323,"weak"
"216","O00571","DDX3X",0.428677662285577,0.664519484755801,"weak"
"217","Q08554","DSC1",0.290814611127003,0.85322177747312,"noise"
"218","G3V1B3","RPL21",0.402175301859999,0.520055964296025,"noise"
"219","Q9Y5A9","YTHDF2",0.566031901181877,0.589352809242919,"noise"
"220","P39019","RPS19",0.32719830995486,0.689904190957735,"weak"
"221","P18669","PGAM1",0.518708517200064,0.508393560033833,"noise"
"222","P21333","FLNA",0.442438922233912,0.61488166632763,"noise"
"223","P05388","RPLP0",0.445863345291919,0.552716718468477,"noise"
"224","Q09666","AHNAK",NA,0.392940171195495,"noise"
"225","P35579","MYH9",0.330118446728366,0.706330242932185,"weak"
"226","Q92841","DDX17",0.50166305309633,0.615441390378405,"noise"
"227","P49207","RPL34",0.500591153581774,0.517842473900312,"noise"
"228","P23490","LORICRIN",0.380471935834231,0.57602547234824,"noise"
"229","H3BNC9","",0.387514516020031,0.599449475904973,"noise"
"230","B4DLN1","",0.424796161815816,0.471044015974666,"noise"
"231","Q8N1F7","NUP93",0.486389187075827,0.353481961901523,"noise"
"232","P09936","UCHL1",0.317644317332049,0.502407873996264,"noise"
"233","A0A1B0GVD5","CTSD",0.217797602181349,0.793766137841211,"noise"
"234","P49756","RBM25",0.307975030628637,0.739378411565496,"weak"
"235","P29508","SERPINB3",0.275838068906495,0.716098656752937,"noise"
"236","Q92804","TAF15",0.432311196350426,NA,"noise"
"237","P01876","IGHA1",0.383468651816051,0.770261153610365,"weak"
"238","P84098","RPL19",NA,NA,"noise"
"239","P11717","IGF2R",0.517493984033091,0.597591085209851,"noise"
"240","A0A087WWU8","TPM3",0.491909302530292,0.589834650689971,"noise"
"241","E9PKZ0","RPL8",0.396005940990173,0.591769499349266,"noise"
"242","P27824","CANX",0.446609884369119,NA,"noise"
"243","P62258","YWHAE",NA,0.464565120792266,"noise"
"244","Q96PK6","RBM14",0.407106382772248,0.534474788285677,"noise"
"245","O43809","NUDT21",0.483379703198305,NA,"noise"
"246","P01834","IGKC",0.499475488236667,0.615219057136657,"noise"
"247","Q15233","NONO",0.449941939054367,0.64882790906238,"weak"
"248","P25398","RPS12",0.487109730565207,0.589113442070934,"noise"
"249","P38919","EIF4A3",0.514834008577826,0.502997101875029,"noise"
"250","P09211","GSTP1",0.554770556390354,0.544162869706694,"noise"
"251","B4DR61","SEC61A1",0.46820930978007,0.489300260962743,"noise"
"252","B5MDF5","RAN",0.447353473438929,0.442749097555607,"noise"
"253","H0YKD8","RPL28",0.513720299775752,0.497299417688832,"noise"
"254","Q9P035","HACD3",NA,NA,"noise"
"255","A0A3B3ITD8","NUP98",0.345104890569885,0.628804070618721,"weak"
"256","P20645","M6PR",NA,NA,"noise"
"257","Q14574","DSC3",0.422650924375869,0.694311698882124,"weak"
"258","Q01081","U2AF1",NA,NA,"noise"
"259","Q14697","GANAB",0.52975551439673,0.495857863220773,"noise"
"260","P06744","GPI",0.63290845638154,0.501262997172689,"weak"
"261","P60842","EIF4A1",0.341445473497503,0.607234820764073,"noise"
"262","Q92542","NCSTN",NA,0.683692884677158,"noise"
"263","A0A087X2D0","SRSF3",0.454074552201886,NA,"noise"
"264","Q9H8K7","PAAT",0.309675678864707,0.712825750105754,"weak"
"265","O43390","HNRNPR",0.555012017696793,0.554133962568601,"noise"
"266","Q9H0U3","MAGT1",NA,NA,"noise"
"267","P29401","TKT",0.416236178363155,0.499545167311449,"noise"
"268","Q96DI7","SNRNP40",0.610680918585896,0.358128895358907,"weak"
"269","Q6NUK1","SLC25A24",0.490964797840478,0.454867716249031,"noise"
"270","Q9Y3U8","RPL36",NA,0.441589839642112,"noise"
"271","O75643","SNRNP200",0.492623229189379,0.445448739356618,"noise"
"272","F5H282","TCP1",NA,NA,"noise"
"273","D6RBZ0","HNRNPAB",0.372549721999168,0.620700276750946,"weak"
"274","H0YL69","PSMA4",0.317492290830158,0.684800022967339,"weak"
"275","E9PLL6","RPL27A",NA,NA,"noise"
"276","Q96EP5","DAZAP1",0.546454420445981,0.422597065065316,"noise"
"277","P08865","RPSA",0.261864016741439,0.664079182884445,"noise"
"278","Q07021","C1QBP",0.437462325953387,0.528746269028606,"noise"
"279","P31025","LCN1",0.33511486244939,0.691944502782398,"weak"
"280","P01857","IGHG1",0.308755637013587,0.7340775508333,"weak"
"281","Q13867","BLMH",0.304760124643494,0.718713479263564,"weak"
"282","P50402","EMD",0.500292942758396,NA,"noise"
"283","P32322","PYCR1",0.502512318709081,0.529019860703693,"noise"
"284","P20618","PSMB1",0.46181545479659,0.594104818936822,"noise"
"285","Q15149","PLEC",0.257929654725845,0.315319137940178,"noise"
"286","A8MXP9","MATR3",0.413041554032212,0.535569279555598,"noise"
"287","P36578","RPL4",0.479792706906101,0.656258363659426,"weak"
"288","P63167","DYNLL1",0.434883272954376,0.546729626241819,"noise"
"289","P62854","RPS26",0.495195014515885,0.487173212638607,"noise"
"290","P60174","TPI1",0.279843511100594,0.633663708271534,"noise"
"291","P60903","S100A10",0.453400291247306,NA,"noise"
"292","P20073","ANXA7",0.432480864385378,0.608912638951334,"noise"
"293","P62081","RPS7",0.43834610824265,0.566903832602567,"noise"
"294","O43707","ACTN4",0.609337973706262,0.768896685780094,"strong"
"295","P51572","BCAP31",0.311877815196697,0.546164712763734,"noise"
"296","P63244","RACK1",0.436872922337723,0.697925956419932,"weak"
"297","Q7Z3B4","NUP54",0.446344239033859,0.533182383105738,"noise"
"298","Q7Z739","YTHDF3",0.547250878684316,0.522432881143222,"noise"
"299","Q9HAU0","PLEKHA5",NA,NA,"noise"
"300","P50914","RPL14",0.396555855006793,0.621089529433486,"weak"
"301","Q16629","SRSF7",0.416583401607334,0.612075557249721,"noise"
"302","P01040","CSTA",0.305034974325173,0.773763299409009,"weak"
"303","B0QYK0","EWSR1",0.497036293095451,NA,"noise"
"304","Q02383","SEMG2",0.422307921417641,0.532900015686843,"noise"
"305","P62314","SNRPD1",NA,NA,"noise"
"306","Q08211","DHX9",0.295004317621632,0.625469511399561,"noise"
"307","Q53GQ0","HSD17B12",0.518195526499936,0.562213557679589,"noise"
"308","A0A590UK80","",0.387806232060808,0.547056240853169,"noise"
"309","P61247","RPS3A",0.434377832434942,0.44879813741908,"noise"
"310","I3L192","BSG",NA,NA,"noise"
"311","P05089","ARG1",0.202464287181421,0.854423974472975,"noise"
"312","P49748","ACADVL",0.488443075447161,0.500868105348889,"noise"
"313","P02786","TFRC",NA,0.610900167483696,"noise"
"314","P23284","PPIB",0.320467490482215,0.686324146878025,"weak"
"315","P50395","GDI2",0.417620425603676,0.530289171310684,"noise"
"316","A0A0C4DGI3","CS",0.412247895669776,0.592608711623806,"noise"
"317","Q9BSJ8","ESYT1",NA,NA,"noise"
"318","Q9Y2W1","THRAP3",0.313972583947489,0.604450826022398,"noise"
"319","G3V279","ERH",NA,NA,"noise"
"320","P46940","IQGAP1",NA,NA,"noise"
"321","H7C2W9","RPL31",0.496728726778049,NA,"noise"
"322","P62841","RPS15",0.463317201057265,NA,"noise"
"323","P40429","RPL13A",0.495947543795814,0.546087201402918,"noise"
"324","P10599","TXN",0.346705572776585,0.696744041184081,"weak"
"325","P62318","SNRPD3",NA,0.602007924158304,"noise"
"326","H3BRG4","UQCRC2",NA,0.615919787116834,"noise"
"327","P28074","PSMB5",0.388763399266737,0.686144604985213,"weak"
"328","G3V3U4","PSMA6",0.390252553049931,0.60763650235413,"noise"
"329","C9JRZ6","CHCHD3",0.383586607171597,NA,"noise"
"330","E5RI99","RPL30",NA,NA,"noise"
"331","Q9Y6C9","MTCH2",NA,NA,"noise"
"332","A8MUD9","RPL7",0.485920264006358,0.668931964687453,"weak"
"333","P31949","S100A11",0.443905961222608,0.680034286535092,"weak"
"334","P29692","EEF1D",0.500474396493829,NA,"noise"
"335","Q9Y5S9","RBM8A",0.526597220598487,NA,"noise"
"336","Q96T58","SPEN",0.313694948991922,0.683810100843902,"weak"
"337","P49768","PSEN1",0.605293938899814,0.556541373011932,"weak"
"338","P30048","PRDX3",NA,NA,"noise"
"339","E7EQV9","RPL15",0.456261203603547,0.547622258336139,"noise"
"340","Q99959","PKP2",0.388982565914576,0.553832832117706,"noise"
"341","P61513","RPL37A",0.554586629350035,NA,"noise"
"342","P04745","AMY1A",0.385133505570001,0.651597305994626,"weak"
"343","P27635","RPL10",0.655153849484042,0.448326944001136,"weak"
"344","P28066","PSMA5",0.496304966652234,NA,"noise"
"345","P25787","PSMA2",0.432368191000941,0.508583980871961,"noise"
"346","F8VZX2","PCBP2",0.517417886315861,0.389871359117914,"noise"
"347","Q96I24","FUBP3",0.508967418756291,NA,"noise"
"348","P62995","TRA2B",0.438175172584598,NA,"noise"
"349","B7Z6Z4","MYL6",0.351465082174369,NA,"noise"
"350","A0A024QZ42","PDCD6",NA,NA,"noise"
"351","P46783","RPS10",0.552644396836789,0.561053237003306,"noise"
"352","Q6UWP8","SBSN",0.299043957107216,0.724515276151717,"weak"
"353","P67809","YBX1",0.388747113970412,0.652406397613019,"weak"
"354","Q9Y446","PKP3",0.608050548628161,0.49598771501326,"weak"
"355","P39023","RPL3",0.424905318302125,0.666871969816922,"weak"
"356","Q96FQ6","S100A16",0.4450952090043,0.599418586422178,"noise"
"357","Q16610","ECM1",0.383898740738781,0.643631702352367,"weak"
"358","B4DY09","ILF2",0.338138418125031,0.632599572451425,"weak"
"359","P08758","ANXA5",0.499029232410389,0.681930980892442,"weak"
"360","P78371","CCT2",0.376806441530028,0.60859806006888,"noise"
"361","Q9C0J8","WDR33",NA,NA,"noise"
"362","Q5VV87","MGST3",NA,NA,"noise"
"363","Q10570","CPSF1",0.429049663820052,0.688978557827593,"weak"
"364","A0A0G2JMZ8","OCLN",NA,NA,"noise"
"365","P24539","ATP5PB",0.383429413857792,NA,"noise"
"366","Q96AG4","LRRC59",0.543792006806664,NA,"noise"
"367","J3KTL2","SRSF1",0.442337778772713,0.482027522241541,"noise"
"368","O00425","IGF2BP3",0.640575360817885,0.558327578217008,"weak"
"369","P16422","EPCAM",0.504682222963727,0.563708032581768,"noise"
"370","P27708","CAD",NA,NA,"noise"
"371","F8VRN8","LIMA1",NA,NA,"noise"
"372","P25786","PSMA1",0.34737447170522,0.739118970651733,"weak"
"373","P07858","CTSB",0.462024404585264,0.588394919024604,"noise"
"374","Q14974","KPNB1",NA,0.534643856520933,"noise"
"375","O75635","SERPINB7",0.376955638735809,0.57833317034043,"noise"
"376","Q15393","SF3B3",0.4631181876977,NA,"noise"
"377","P42766","RPL35",0.4077063271041,0.562810434298429,"noise"
"378","J3QQQ9","",0.499031501049067,0.533291020312098,"noise"
"379","P62241","RPS8",0.475820287941709,0.558829627548813,"noise"
"380","P47929","LGALS7",0.45002662531411,0.572952854675277,"noise"
"381","E9PB61","ALYREF",0.557895334909695,0.393554158394758,"noise"
"382","P48681","NES",0.431349540000763,0.623862361021881,"weak"
"383","O14979","HNRNPDL",0.411558757134549,0.511603062963964,"noise"
"384","P62316","SNRPD2",NA,NA,"noise"
"385","Q9UMS4","PRPF19",0.651907546153946,0.322965920746018,"weak"
"386","Q12931","TRAP1",0.388793875459666,NA,"noise"
"387","P12814","ACTN1",0.501053481967174,0.706435813727109,"weak"
"388","Q9HCY8","S100A14",0.377673958699293,0.544602899700394,"noise"
"389","Q8WVV4","POF1B",0.280118850263433,0.680340861943066,"noise"
"390","P02452","COL1A1",NA,NA,"noise"
"391","P12273","PIP",0.263663736140923,0.725191992885489,"noise"
"392","A0A2R8Y849","RPS24",NA,NA,"noise"
"393","X6RDA4","PSPC1",NA,NA,"noise"
"394","A0A0A0MRM8","MYO6",NA,NA,"noise"
"395","Q13435","SF3B2",NA,NA,"noise"
"396","Q07666","KHDRBS1",0.359371088738468,NA,"noise"
"397","A0A3B3ISX1","ADAR",0.433415879219338,NA,"noise"
"398","K7EJV9","RPL23A",NA,0.611253460268571,"noise"
"399","Q96HS1","PGAM5",NA,NA,"noise"
"400","P38159","RBMX",0.362739850991111,0.435062805146733,"noise"
"401","Q16651","PRSS8",NA,NA,"noise"
"402","Q99567","NUP88",0.39777914300904,0.504702052209252,"noise"
"403","P61026","RAB10",0.392018981010107,0.593177545732234,"noise"
"404","Q5SZX6","CCT3",NA,0.495820098885096,"noise"
"405","P0DPA2","VSIG8",NA,NA,"noise"
"406","O14828","SCAMP3",0.329893205179298,0.594689623342114,"noise"
"407","Q9UN86","G3BP2",0.553370820797369,NA,"noise"
"408","E9PPI9","EXOSC4",NA,0.659448094676446,"noise"
"409","Q9NR30","DDX21",NA,0.613770337109179,"noise"
"410","P09661","SNRPA1",0.489475082594779,NA,"noise"
"411","P19652","ORM2",NA,0.773516629409418,"noise"
"412","Q06710","PAX8",NA,NA,"noise"
"413","P62851","RPS25",0.437953347614925,0.67898516939908,"weak"
"414","Q15459","SF3A1",NA,NA,"noise"
"415","D6RFH4","CYB5B",NA,0.433299530073653,"noise"
"416","C9JF17","APOD",0.351727232051833,0.654312576066132,"weak"
"417","Q86U42","PABPN1",NA,NA,"noise"
